353,173,410,170,411,182,353,185
372,182,417,182,417,194,372,194
414,172,436,172,436,181,414,181
418,182,436,182,436,194,418,194
440,172,453,172,453,180,440,180
494,180,517,180,517,193,494,193
;88,189,100,189,100,200,88,200
102,187,166,189,166,205,102,203
166,189,204,189,204,202,166,202
206,190,248,190,248,204,206,204
329,185,352,185,352,198,329,198
353,185,372,185,372,196,353,196
432,193,476,197,475,211,431,207
437,186,491,181,492,193,438,197
477,194,498,194,498,208,477,208
498,194,514,194,514,208,498,208
;56,197,86,197,86,206,56,206
87,206,115,204,116,215,88,217
117,202,145,202,145,216,117,216
146,202,166,202,166,216,146,216
170,204,192,204,192,216,170,216
196,204,227,209,226,220,194,215
234,206,249,206,249,218,234,218
250,196,276,196,276,204,250,204
254,205,277,205,277,218,254,218
328,201,376,201,376,210,328,210
377,196,409,198,409,211,376,209
410,196,430,196,430,209,410,209
521,201,556,201,556,212,521,212
;50,208,81,208,81,217,50,217
89,217,144,218,143,230,89,229
157,217,194,217,194,230,157,230
197,218,212,218,212,230,197,230
213,218,232,218,232,230,213,230
329,212,393,214,393,227,329,225
394,212,412,212,412,224,394,224
413,213,428,213,428,224,413,224
428,210,440,210,440,222,428,222
440,209,478,209,478,225,440,225
486,213,502,213,502,222,486,222
504,213,518,213,518,222,504,222
522,210,555,213,554,223,521,219
;144,221,157,221,157,229,144,229
232,222,277,220,277,233,233,234
332,225,397,229,396,241,331,237
398,228,412,228,412,237,398,237
412,224,434,224,434,237,412,237
437,228,469,228,469,238,437,238
470,224,486,224,486,237,470,237
488,226,518,226,518,236,488,236
521,222,542,222,542,230,521,230
;86,233,140,233,140,246,86,246
140,233,202,233,202,244,140,244
202,233,220,233,220,245,202,245
222,233,233,233,233,245,222,245
234,237,256,237,256,246,234,246
256,236,274,236,274,246,256,246
332,239,380,241,379,253,331,251
382,240,408,241,407,252,382,250
406,237,434,237,434,250,406,250
434,237,498,239,498,252,434,250
498,237,517,237,517,250,498,250
521,242,538,242,538,253,521,253
;88,248,137,248,137,258,88,258
186,252,197,252,197,258,186,258
329,254,362,257,361,267,328,263
363,254,411,250,412,265,364,269
412,254,434,254,434,266,412,266
472,253,514,253,514,266,472,266
534,254,558,254,558,262,534,262
541,245,556,245,556,253,541,253
;100,258,130,258,130,272,100,272
129,260,165,260,165,273,129,273
168,260,202,260,202,273,168,273
208,264,250,264,250,273,208,273
254,265,274,265,274,274,254,274
381,265,420,265,420,278,381,278
434,256,469,256,469,265,434,265
466,265,496,265,496,278,466,278
521,263,551,265,550,273,520,271
;85,270,125,273,125,287,84,284
126,277,169,277,169,286,126,286
169,274,185,274,185,286,169,286
185,276,225,276,225,286,185,286
228,277,270,277,270,288,228,288
329,270,365,270,365,280,329,280
424,269,442,269,442,278,424,278
440,268,464,268,464,293,440,293
460,278,520,281,519,296,459,293
500,269,520,269,520,278,500,278
;86,288,105,288,105,300,86,300
110,289,137,289,137,302,110,302
156,286,193,290,191,304,154,299
330,281,341,281,341,293,330,293
341,279,395,280,394,295,341,293
396,281,410,281,410,293,396,293
414,282,437,282,437,294,414,294
;140,290,156,290,156,300,140,300
194,290,202,290,202,300,194,300
206,293,274,293,274,304,206,304
328,294,353,294,353,308,328,308
356,296,405,296,405,306,356,306
422,297,437,297,437,306,422,306
440,295,476,298,475,312,438,309
478,294,518,294,518,308,478,308
;88,305,101,305,101,313,88,313
101,301,114,301,114,313,101,313
114,305,138,305,138,314,114,314
140,302,180,302,180,314,140,314
189,306,220,306,220,316,189,316
222,302,265,304,265,317,222,315
328,308,341,308,341,321,328,321
341,310,364,310,364,324,341,324
377,308,393,308,393,321,377,321
393,308,409,308,409,321,393,321
410,309,440,309,440,321,410,321
438,308,452,308,452,320,438,320
453,308,484,308,484,320,453,320
482,308,517,308,517,321,482,321
;86,316,130,316,130,328,86,328
329,322,356,322,356,336,329,336
365,313,377,313,377,321,365,321
438,322,498,322,498,334,438,334
504,322,518,322,518,334,504,334
;98,329,114,329,114,342,98,342
117,329,173,329,173,344,117,344
197,330,240,330,240,344,197,344
240,330,275,332,274,345,239,343
328,334,358,339,356,352,326,348
356,326,378,326,378,337,356,337
372,336,389,336,389,349,372,349
381,326,393,326,393,336,381,336
394,326,436,320,438,334,396,339
520,336,536,336,536,344,520,344
;85,344,132,344,132,356,85,356
166,346,245,343,245,357,166,360
356,337,372,337,372,349,356,349
390,341,411,339,412,349,390,351
411,337,475,333,476,349,412,353
477,337,488,337,488,349,477,349
486,337,498,337,498,349,486,349
497,337,517,337,517,353,497,353
537,338,554,338,554,346,537,346
;84,357,110,360,108,373,82,370
112,358,169,358,169,370,112,370
141,348,161,348,161,357,141,357
182,358,246,358,246,372,182,372
252,348,274,348,274,360,252,360
330,353,346,353,346,362,330,362
346,354,386,354,386,365,346,365
386,350,424,350,424,362,386,362
425,349,460,349,460,362,425,362
461,351,502,354,501,366,460,362
529,348,550,348,550,356,529,356
;84,369,171,373,170,388,83,385
217,371,274,371,274,386,217,386
253,362,273,362,273,372,253,372
340,364,384,364,384,378,340,378
384,365,422,365,422,377,384,377
422,365,440,365,440,377,422,377
438,365,498,365,498,381,438,381
498,364,513,364,513,377,498,377
;170,376,185,376,185,385,170,385
181,376,207,374,209,387,183,389
210,377,217,377,217,386,210,386
470,385,520,385,520,396,470,396
;249,394,272,394,272,409,249,409
;
