141,29,185,29,185,42,141,42
188,30,240,32,239,47,187,45
365,28,410,28,410,41,365,41
410,28,464,28,464,42,410,42
;96,45,180,47,179,61,95,59
190,52,198,52,198,62,190,62
198,49,212,49,212,61,198,61
210,49,250,49,250,62,210,62
252,53,278,53,278,62,252,62
322,46,342,46,342,60,322,60
344,48,356,48,356,58,344,58
354,45,408,45,408,58,354,58
407,46,449,43,450,57,408,60
449,44,469,44,469,57,449,57
470,46,509,46,509,57,470,57
;96,61,110,61,110,73,96,73
113,64,134,64,134,73,113,73
136,62,153,62,153,73,136,73
153,63,217,61,217,75,153,77
218,64,250,64,250,76,218,76
254,65,284,65,284,78,254,78
322,62,349,62,349,73,322,73
350,64,368,64,368,73,350,73
369,57,408,59,407,73,368,71
409,61,432,61,432,73,409,73
433,62,446,62,446,70,433,70
448,59,485,57,485,71,449,73
488,58,510,58,510,70,488,70
;97,78,109,78,109,86,97,86
109,73,138,77,136,92,107,88
140,78,188,78,188,89,140,89
188,77,204,77,204,89,188,89
204,77,216,77,216,89,204,89
218,77,258,77,258,90,218,90
261,82,282,82,282,92,261,92
321,74,344,74,344,88,321,88
344,74,358,74,358,86,344,86
359,75,401,73,401,85,360,87
402,74,432,74,432,85,402,85
433,76,454,76,454,85,433,85
454,72,486,72,486,85,454,85
500,76,506,76,506,85,500,85
;97,93,109,93,109,101,97,101
109,89,132,89,132,102,109,102
130,92,153,92,153,104,130,104
152,90,165,90,165,102,152,102
165,89,197,89,197,102,165,102
198,94,212,94,212,104,198,104
212,90,224,90,224,104,212,104
225,92,282,92,282,105,225,105
321,87,359,90,358,106,320,102
357,90,404,86,405,101,358,104
406,90,414,90,414,102,406,102
413,86,456,86,456,100,413,100
456,85,485,89,483,103,454,99
484,90,497,90,497,100,484,100
;94,104,110,104,110,116,94,116
108,104,121,104,121,116,108,116
122,101,196,106,195,122,121,117
196,105,212,105,212,117,196,117
212,108,234,108,234,121,212,121
233,106,246,106,246,118,233,118
246,104,283,106,282,120,246,118
322,106,345,106,345,114,322,114
350,103,403,101,404,114,350,116
412,105,437,105,437,116,412,116
440,104,453,104,453,113,440,113
453,100,466,100,466,113,453,113
466,100,512,100,512,113,466,113
;94,117,154,117,154,132,94,132
157,118,213,118,213,132,157,132
217,120,262,120,262,133,217,133
322,121,334,121,334,129,322,129
337,116,349,116,349,129,337,129
353,118,397,118,397,130,353,130
418,117,433,117,433,128,418,128
434,114,446,114,446,128,434,128
450,117,489,117,489,126,450,126
493,116,512,116,512,126,493,126
;96,134,121,134,121,145,96,145
122,136,134,136,134,144,122,144
133,129,179,133,178,147,132,143
178,133,213,133,213,145,178,145
213,134,229,134,229,146,213,146
230,134,242,134,242,146,230,146
244,134,281,134,281,146,244,146
322,130,376,130,376,145,322,145
378,133,390,134,387,157,376,155
393,128,435,132,434,146,392,142
436,129,458,129,458,141,436,141
460,129,484,129,484,141,460,141
484,130,497,130,497,141,484,141
498,129,510,129,510,141,498,141
;93,145,113,145,113,157,93,157
113,146,138,146,138,158,113,158
140,149,170,149,170,158,140,158
170,146,192,146,192,160,170,160
196,152,209,152,209,160,196,160
212,148,248,148,248,164,212,164
261,149,281,149,281,161,261,161
320,148,343,146,344,157,321,159
344,147,375,143,377,157,345,160
393,144,458,144,458,156,393,156
460,142,476,142,476,156,460,156
477,142,510,142,510,156,477,156
;93,158,128,158,128,172,93,172
126,162,149,162,149,174,126,174
150,164,165,164,165,172,150,172
165,161,189,161,189,173,165,173
190,165,202,165,202,173,190,173
204,164,260,164,260,174,204,174
258,162,282,162,282,174,258,174
324,162,352,162,352,173,324,173
352,158,368,158,368,170,352,170
370,157,382,157,382,170,370,170
385,157,412,157,412,170,385,170
432,161,468,161,468,170,432,170
472,157,492,157,492,169,472,169
496,160,512,160,512,169,496,169
;92,173,133,173,133,189,92,189
136,177,150,177,150,186,136,186
153,174,172,174,172,186,153,186
173,174,212,174,212,188,173,188
214,176,226,176,226,188,214,188
230,177,266,177,266,189,230,189
324,174,358,174,358,185,324,185
360,172,377,172,377,185,360,185
377,172,445,172,445,185,377,185
446,174,469,174,469,184,446,184
473,172,512,172,512,184,473,184
;92,189,114,189,114,202,92,202
118,189,130,189,130,200,118,200
134,192,157,192,157,202,134,202
160,189,172,189,172,200,160,200
170,187,209,189,209,202,170,201
212,193,222,193,222,202,212,202
225,192,237,192,237,202,225,202
241,193,265,191,266,204,242,206
322,189,345,189,345,201,322,201
344,186,356,186,356,200,344,200
358,185,396,185,396,198,358,198
398,189,436,189,436,198,398,198
437,186,448,186,448,198,437,198
449,185,470,185,470,197,449,197
476,186,510,186,510,197,476,197
;92,200,137,201,137,214,91,213
137,202,153,202,153,214,137,214
157,206,178,206,178,216,157,216
179,205,230,203,231,217,180,220
237,208,242,208,242,216,237,216
246,204,280,204,280,217,246,217
324,205,340,205,340,213,324,213
344,205,408,200,409,212,345,217
413,204,434,204,434,216,413,216
437,199,477,201,477,216,436,215
484,198,494,198,494,210,484,210
494,202,510,202,510,212,494,212
;64,216,90,216,90,225,64,225
90,216,128,216,128,228,90,228
134,220,141,220,141,228,134,228
145,220,176,220,176,229,145,229
178,217,204,217,204,229,178,229
209,218,244,220,243,230,208,229
238,218,281,218,281,245,238,245
322,216,341,216,341,228,322,228
344,217,366,217,366,230,344,230
369,213,413,213,413,226,369,226
414,214,428,214,428,226,414,226
430,212,455,214,454,228,429,226
458,213,474,213,474,226,458,226
474,213,509,213,509,226,474,226
;91,232,143,230,144,243,92,244
144,230,161,230,161,242,144,242
162,234,185,234,185,242,162,242
