169,161,193,161,193,174,169,174
193,161,205,161,205,174,193,174
210,165,233,165,233,174,210,174
234,162,274,162,274,174,234,174
327,159,374,156,375,168,328,172
376,158,403,156,404,166,377,169
406,157,483,155,484,166,406,168
;90,173,133,173,133,188,90,188
133,174,196,174,196,188,133,188
196,176,220,176,220,188,196,188
221,178,236,178,236,189,221,189
238,176,256,176,256,188,238,188
327,171,359,169,360,181,328,183
361,172,386,172,386,185,361,185
386,168,409,168,409,182,386,182
409,170,428,170,428,181,409,181
428,172,450,172,450,181,428,181
452,173,513,169,513,181,453,184
;92,190,132,190,132,201,92,201
132,189,146,189,146,201,132,201
145,189,158,189,158,201,145,201
158,189,197,189,197,205,158,205
261,180,274,180,274,188,261,188
326,182,357,184,357,197,326,195
357,182,425,185,425,199,356,196
426,185,460,185,460,196,426,196
461,182,499,184,498,196,461,194
501,186,514,186,514,196,501,196
;105,202,125,202,125,216,105,216
128,202,177,204,177,217,127,215
208,205,249,205,249,220,208,220
256,206,278,206,278,216,256,216
328,201,342,201,342,209,328,209
342,196,404,197,403,210,342,209
404,201,416,201,416,209,404,209
417,198,464,198,464,209,417,209
464,196,493,196,493,209,464,209
494,200,514,200,514,212,494,212
;128,217,144,217,144,229,128,229
146,218,193,218,193,229,146,229
184,208,204,208,204,218,184,218
214,217,233,217,233,230,214,230
233,217,278,217,278,230,233,230
326,210,368,210,368,224,326,224
366,212,414,212,414,225,366,225
416,213,422,213,422,224,416,224
422,212,441,212,441,224,422,224
441,212,456,212,456,224,441,224
456,210,474,210,474,224,456,224
474,210,514,210,514,222,474,222
;91,220,129,219,129,229,92,230
100,230,148,230,148,242,100,242
194,221,214,221,214,230,194,230
328,229,345,229,345,237,328,237
352,229,382,229,382,237,352,237
384,229,405,229,405,238,384,238
404,229,432,229,432,240,404,240
434,229,441,229,441,237,434,237
446,226,464,226,464,237,446,237
466,225,514,225,514,237,466,237
;154,233,190,233,190,244,154,244
194,232,228,232,228,244,194,244
230,236,250,236,250,244,230,244
253,232,277,232,277,245,253,245
329,242,342,242,342,252,329,252
344,238,356,238,356,250,344,250
382,242,421,242,421,252,382,252
421,242,450,242,450,252,421,252
464,238,481,238,481,252,464,252
485,238,514,238,514,252,485,252
;90,246,132,246,132,257,90,257
131,245,190,244,191,258,132,260
198,250,206,250,206,260,198,260
206,245,242,245,242,258,206,258
244,246,256,246,256,258,244,258
256,250,278,248,279,258,257,260
327,254,386,252,387,267,328,269
358,244,381,244,381,252,358,252
;85,261,189,244,193,271,90,288
194,262,206,262,206,272,194,272
210,264,232,264,232,274,210,274
235,261,278,260,278,271,236,273
386,266,400,266,400,280,386,280
388,257,401,257,401,265,388,265
402,257,441,257,441,266,402,266
444,257,458,257,458,266,444,266
460,257,514,255,515,267,461,269
496,266,512,266,512,278,496,278
;109,274,132,274,132,286,109,286
133,276,156,276,156,285,133,285
154,273,169,273,169,285,154,285
172,277,184,277,184,286,172,286
188,277,217,277,217,286,188,286
220,274,238,274,238,286,220,286
241,274,276,274,276,286,241,286
328,270,344,270,344,280,328,280
350,269,373,269,373,282,350,282
373,268,388,268,388,280,373,280
401,268,457,268,457,280,401,280
457,269,476,269,476,280,457,280
481,270,493,270,493,280,481,280
;90,289,113,289,113,298,90,298
112,286,129,286,129,298,112,298
128,286,141,286,141,298,128,298
142,289,149,289,149,298,142,298
146,286,181,286,181,302,146,302
329,285,360,285,360,294,329,294
360,281,426,281,426,293,360,293
429,285,442,285,442,293,429,293
444,280,466,280,466,293,444,293
466,281,485,281,485,293,466,293
486,281,516,281,516,293,486,293
;104,300,128,300,128,313,104,313
162,301,210,301,210,314,162,314
220,301,269,301,269,314,220,314
328,296,356,296,356,308,328,308
357,298,398,298,398,309,357,309
397,296,422,296,422,308,397,308
422,294,485,294,485,308,422,308
490,297,518,297,518,310,490,310
;90,313,118,313,118,326,90,326
130,305,161,305,161,317,130,317
157,313,213,316,212,331,156,327
328,312,349,312,349,324,328,324
349,309,377,309,377,322,349,322
377,309,400,309,400,321,377,321
398,309,414,309,414,321,398,321
414,309,454,309,454,322,414,322
454,313,477,313,477,321,454,321
477,309,490,309,490,322,477,322
493,313,517,313,517,324,493,324
;121,318,156,318,156,328,121,328
214,316,277,316,277,329,214,329
329,324,369,324,369,336,329,336
369,324,385,324,385,336,369,336
387,326,433,322,434,335,388,340
436,322,469,322,469,336,436,336
481,326,504,326,504,338,481,338
;89,330,112,330,112,342,89,342
110,328,155,330,154,343,110,341
156,329,177,329,177,341,156,341
177,329,210,329,210,342,177,342
218,334,258,334,258,345,218,345
260,330,277,330,277,342,260,342
330,338,406,338,406,352,330,352
422,338,441,338,441,350,422,350
;90,346,130,346,130,357,90,357
150,346,173,346,173,356,150,356
178,348,202,344,204,355,180,359
201,346,229,346,229,356,201,356
232,349,273,345,274,356,233,360
405,340,422,340,422,350,405,350
441,340,485,340,485,352,441,352
465,350,517,350,517,364,465,364
;90,358,117,358,117,369,90,369
116,355,181,357,181,370,115,368
181,356,226,360,224,375,180,370
224,358,237,358,237,370,224,370
242,360,277,360,277,370,242,370
345,352,382,352,382,364,345,364
382,354,405,354,405,366,382,366
406,352,444,352,444,365,406,365
446,352,462,352,462,364,446,364
;89,370,144,370,144,385,89,385
330,369,345,369,345,377,330,377
344,365,362,365,362,378,344,378
362,367,403,370,402,383,361,380
402,366,446,366,446,381,402,381
445,365,474,365,474,378,445,378
477,366,493,366,493,378,477,378
496,364,516,364,516,378,496,378
;329,378,360,378,360,392,329,392
358,380,377,380,377,393,358,393
377,378,430,383,428,398,376,393
430,382,468,382,468,393,430,393
466,380,500,380,500,396,466,396
500,381,514,381,514,392,500,392
;248,390,257,390,257,402,248,402
256,389,274,389,274,402,256,402
;494,401,517,401,517,410,494,410
;
