194,188,201,188,201,198,194,198
202,185,216,185,216,197,202,197
216,188,238,188,238,200,216,200
240,188,256,188,256,200,240,200
257,190,282,190,282,200,257,200
412,188,434,188,434,201,412,201
436,185,454,185,454,197,436,197
456,184,493,184,493,197,456,197
494,188,512,188,512,197,494,197
;96,198,108,198,108,208,96,208
109,197,166,199,166,210,109,208
168,198,209,198,209,210,168,210
213,198,248,198,248,212,213,212
254,200,282,200,282,213,254,213
411,199,450,197,451,211,412,213
457,202,472,202,472,212,457,212
473,201,497,201,497,213,473,213
497,198,509,198,509,210,497,210
;93,210,138,207,139,222,94,225
141,214,161,214,161,224,141,224
164,212,217,212,217,226,164,226
229,213,281,213,281,228,229,228
362,218,382,218,382,232,362,232
384,214,441,212,441,228,385,230
446,216,478,216,478,225,446,225
482,213,509,213,509,225,482,225
;94,228,108,228,108,236,94,236
109,224,125,224,125,236,109,236
128,222,168,224,167,238,127,237
170,228,201,228,201,241,170,241
208,226,228,226,228,240,208,240
229,228,248,228,248,240,229,240
325,221,359,218,360,230,326,233
325,229,363,231,362,244,324,242
364,229,384,229,384,242,364,242
413,230,440,230,440,241,413,241
441,230,464,230,464,240,441,240
465,226,510,226,510,240,465,240
;106,240,121,240,121,253,106,253
124,238,160,238,160,252,124,252
177,242,200,242,200,254,177,254
221,240,236,240,236,253,221,253
239,240,270,246,267,261,236,255
249,232,281,232,281,241,249,241
385,233,409,233,409,244,385,244
398,242,422,242,422,256,398,256
422,241,458,241,458,254,422,254
462,242,514,242,514,269,462,269
;133,253,158,253,158,265,133,265
204,244,217,244,217,253,204,253
326,246,372,246,372,257,326,257
374,248,396,248,396,256,374,256
;168,258,192,258,192,268,168,268
197,257,249,257,249,272,197,272
326,258,380,258,380,273,326,273
381,257,397,257,397,269,381,269
400,256,418,256,418,269,400,269
421,258,453,258,453,268,421,268
456,258,476,258,476,268,456,268
;150,270,165,270,165,280,150,280
165,268,185,268,185,281,165,281
185,269,224,269,224,281,185,281
326,271,355,273,354,285,326,283
354,275,397,267,400,283,357,291
413,269,466,269,466,282,413,282
470,270,516,270,516,281,470,281
;168,282,205,282,205,298,168,298
327,288,401,283,402,299,328,305
404,285,418,285,418,296,404,296
420,284,437,284,437,296,420,296
440,284,474,284,474,296,440,296
478,288,485,288,485,296,478,296
489,284,516,284,516,294,489,294
;328,302,368,302,368,316,328,316
369,300,385,300,385,312,369,312
385,300,422,300,422,312,385,312
425,300,448,300,448,313,425,313
449,297,478,297,478,310,449,310
478,300,517,300,517,312,478,312
;327,317,369,312,370,327,328,332
370,317,408,317,408,329,370,329
414,312,446,312,446,325,414,325
445,312,464,312,464,324,445,324
465,310,492,310,492,324,465,324
496,313,517,313,517,322,496,322
;330,330,341,330,341,341,330,341
342,332,365,332,365,341,342,341
365,332,378,332,378,340,365,340
385,328,394,328,394,340,385,340
396,326,417,326,417,340,396,340
424,326,432,326,432,338,424,338
432,325,458,325,458,338,432,338
460,329,473,329,473,338,460,338
473,325,517,325,517,340,473,340
;328,345,373,340,375,354,329,359
377,341,422,341,422,354,377,354
429,342,452,342,452,354,429,354
454,342,501,342,501,352,454,352
501,338,518,338,518,350,501,350
;330,360,341,360,341,369,330,369
341,356,380,356,380,369,341,369
380,358,396,358,396,368,380,368
396,354,437,352,437,366,397,368
437,354,450,354,450,366,437,366
454,353,492,353,492,366,454,366
500,357,506,357,506,366,500,366
505,353,518,353,518,365,505,365
;330,374,366,374,366,384,330,384
373,373,388,373,388,382,373,382
388,370,400,370,400,381,388,381
400,368,457,368,457,381,400,381
458,368,481,368,481,380,458,380
481,368,493,368,493,380,481,380
494,369,520,369,520,382,494,382
;230,388,277,388,277,402,230,402
437,386,449,386,449,398,437,398
454,390,462,390,462,400,454,400
504,386,522,386,522,400,504,400
;
