86,30,101,30,101,37,86,37
133,25,178,25,178,37,133,37
180,26,228,28,227,39,179,37
377,24,424,24,424,37,377,37
422,23,473,25,473,40,422,38
;97,46,122,46,122,60,97,60
122,44,178,44,178,57,122,57
183,45,250,44,250,57,184,58
256,48,274,48,274,57,256,57
333,41,358,41,358,54,333,54
357,41,372,41,372,53,357,53
374,44,434,44,434,54,374,54
436,42,454,42,454,54,436,54
461,46,469,46,469,57,461,57
469,42,488,42,488,54,469,54
492,46,518,46,518,56,492,56
;88,57,137,57,137,70,88,70
140,61,170,61,170,70,140,70
170,57,217,57,217,70,170,70
217,60,242,60,242,73,217,73
246,58,272,58,272,72,246,72
334,59,363,57,364,67,334,69
365,58,386,58,386,72,365,72
386,56,412,56,412,69,386,69
;89,73,123,76,122,86,88,83
122,76,129,76,129,86,122,86
130,76,160,76,160,85,130,85
160,72,189,72,189,85,160,85
189,72,204,72,204,85,189,85
208,72,260,72,260,85,208,85
260,73,276,73,276,85,260,85
349,69,374,69,374,82,349,82
374,69,414,69,414,82,374,82
416,73,452,73,452,84,416,84
454,69,488,69,488,84,454,84
489,70,522,70,522,84,489,84
;88,85,133,85,133,98,88,98
133,85,180,85,180,98,133,98
178,86,198,86,198,98,178,98
197,85,253,87,253,101,197,99
254,89,276,89,276,100,254,100
332,84,354,84,354,97,332,97
354,86,378,86,378,100,354,100
378,84,392,84,392,96,378,96
390,84,410,84,410,96,390,96
410,86,425,86,425,97,410,97
426,86,449,86,449,98,426,98
449,85,524,85,524,100,449,100
;86,98,144,101,143,115,86,111
144,101,157,101,157,113,144,113
157,100,174,100,174,113,157,113
173,99,228,101,227,115,173,113
253,102,270,102,270,110,253,110
332,98,360,98,360,110,332,110
361,98,376,98,376,110,361,110
377,97,453,97,453,112,377,112
453,98,474,98,474,112,453,112
474,100,490,100,490,112,474,112
490,100,508,100,508,112,490,112
506,98,524,98,524,112,506,112
;101,114,126,114,126,126,101,126
125,114,142,114,142,126,125,126
142,114,177,114,177,128,142,128
178,114,194,114,194,126,178,126
194,114,241,114,241,128,194,128
249,118,257,118,257,129,249,129
258,117,274,117,274,128,258,128
333,112,364,112,364,128,333,128
366,116,372,116,372,125,366,125
372,113,438,110,439,126,373,128
442,116,522,116,522,125,442,125
;88,132,110,132,110,141,88,141
109,133,131,131,132,141,110,143
130,128,194,128,194,141,130,141
196,129,212,129,212,141,196,141
213,129,245,129,245,141,213,141
258,132,274,132,274,141,258,141
334,129,346,129,346,138,334,138
348,125,364,125,364,138,348,138
365,129,402,129,402,138,365,138
402,126,437,126,437,138,402,138
437,126,466,126,466,140,437,140
469,126,493,126,493,141,469,141
494,128,510,128,510,140,494,140
509,128,522,128,522,140,509,140
;88,144,113,144,113,154,88,154
113,144,158,145,158,156,113,154
160,143,204,146,203,158,159,155
208,146,221,146,221,156,208,156
224,142,257,142,257,156,224,156
261,142,276,142,276,156,261,156
333,140,373,140,373,166,333,166
374,144,398,144,398,154,374,154
400,144,432,144,432,153,400,153
432,140,444,140,444,153,432,153
443,140,509,140,509,153,443,153
509,145,522,145,522,154,509,154
;86,156,129,156,129,169,86,169
129,154,174,157,173,172,128,169
174,157,189,157,189,169,174,169
189,157,208,157,208,169,189,169
208,157,245,157,245,169,208,169
250,160,274,160,274,172,250,172
346,156,369,156,369,169,346,169
370,153,419,155,418,168,370,166
421,154,450,154,450,168,421,168
453,156,469,156,469,168,453,168
473,156,490,156,490,168,473,168
498,160,522,160,522,169,498,169
;86,173,109,173,109,185,86,185
108,169,152,173,151,187,107,184
151,174,204,170,205,182,152,186
205,170,220,170,220,184,205,184
220,169,257,171,257,185,219,183
260,174,276,174,276,182,260,182
334,170,384,170,384,181,334,181
384,166,418,170,416,186,382,182
418,172,438,172,438,181,418,181
438,169,474,169,474,181,438,181
475,170,522,168,522,181,476,182
;88,188,106,188,106,197,88,197
108,188,122,188,122,197,108,197
121,184,148,184,148,197,121,197
146,185,216,185,216,213,146,213
333,185,353,185,353,194,333,194
364,185,424,185,424,196,364,196
441,182,488,182,488,196,441,196
504,188,524,188,524,196,504,196
;101,198,129,198,129,210,101,210
129,198,152,198,152,212,129,212
217,201,238,201,238,210,217,210
237,197,270,197,270,210,237,210
333,196,348,196,348,209,333,209
346,196,364,196,364,209,346,209
365,198,413,198,413,209,365,209
413,200,436,200,436,212,413,212
438,200,469,200,469,210,438,210
472,197,488,197,488,210,472,210
490,197,524,197,524,210,490,210
;86,212,118,212,118,225,86,225
117,213,134,213,134,225,117,225
136,213,148,213,148,225,136,225
150,213,188,213,188,229,150,229
189,214,205,214,205,226,189,226
205,213,218,213,218,225,205,225
222,216,258,216,258,225,222,225
256,212,276,212,276,225,256,225
334,213,356,213,356,222,334,222
356,210,393,210,393,224,356,224
394,209,453,211,453,225,394,223
454,212,506,212,506,224,454,224
509,216,522,216,522,224,509,224
;86,225,138,226,138,241,86,239
140,228,170,228,170,238,140,238
170,228,185,228,185,240,170,240
185,226,226,226,226,240,185,240
226,226,274,226,274,238,226,238
334,225,345,225,345,237,334,237
345,224,364,224,364,237,345,237
364,224,393,224,393,237,364,237
393,224,426,224,426,237,393,237
432,225,446,225,446,237,432,237
448,225,462,225,462,237,448,237
461,225,481,225,481,238,461,238
484,225,524,228,523,240,483,237
;89,241,97,241,97,252,89,252
100,240,120,240,120,253,100,253
120,241,154,241,154,256,120,256
154,241,170,241,170,253,154,253
172,241,184,241,184,253,172,253
185,241,228,241,228,253,185,253
240,242,274,240,275,253,241,255
334,241,349,241,349,250,334,250
350,238,362,238,362,250,350,250
368,237,400,237,400,250,368,250
410,238,456,238,456,250,410,250
458,238,474,238,474,252,458,252
482,240,524,240,524,252,482,252
;85,257,117,257,117,269,85,269
116,254,133,254,133,268,116,268
134,258,164,258,164,268,134,268
164,257,190,257,190,270,164,270
190,256,232,256,232,269,190,269
241,256,270,256,270,266,241,266
332,253,370,250,371,263,333,267
372,254,376,254,376,262,372,262
378,252,409,252,409,265,378,265
408,253,420,253,420,265,408,265
421,256,452,256,452,265,421,265
452,253,464,253,464,265,452,265
464,251,520,254,519,268,463,265
;86,272,108,272,108,281,86,281
110,270,147,268,148,281,110,282
146,272,186,272,186,281,146,281
190,270,206,270,206,281,190,281
208,268,248,268,248,281,208,281
249,270,270,270,270,284,249,284
334,269,368,269,368,278,334,278
372,268,421,268,421,278,372,278
424,266,440,266,440,280,424,280
446,270,468,270,468,280,446,280
480,271,523,269,524,279,481,281
;85,282,116,282,116,296,85,296
131,286,217,282,217,295,132,299
221,286,228,286,228,294,221,294
230,282,249,282,249,294,230,294
252,286,270,286,270,294,252,294
333,281,359,280,360,291,334,293
360,280,437,280,437,296,360,296
436,282,474,282,474,312,436,312
465,284,486,284,486,296,465,296
486,282,500,282,500,294,486,294
497,284,523,279,525,293,500,298
;52,296,82,296,82,305,52,305
85,296,113,296,113,309,85,309
113,297,169,297,169,309,113,309
175,300,198,298,199,310,176,312
197,297,230,297,230,313,197,313
232,298,270,296,271,310,233,312
334,297,353,297,353,306,334,306
354,297,368,297,368,306,354,306
370,297,406,297,406,308,370,308
406,294,422,294,422,306,406,306
424,294,436,294,436,306,424,306
480,297,488,297,488,308,480,308
488,297,522,297,522,308,488,308
;86,314,105,314,105,324,86,324
105,310,124,310,124,324,105,324
124,312,161,312,161,324,124,324
162,310,216,310,216,324,162,324
218,310,270,310,270,324,218,324
334,312,354,312,354,320,334,320
345,320,388,321,387,336,344,334
;88,324,145,325,145,338,87,337
146,329,153,329,153,340,146,340
154,324,192,324,192,337,154,337
195,328,246,327,246,337,196,338
247,322,275,324,274,339,246,337
389,322,440,322,440,337,389,337
446,322,498,322,498,336,446,336
501,328,522,328,522,337,501,337
;92,340,120,340,120,352,92,352
118,340,136,340,136,352,118,352
137,340,182,340,182,356,137,356
184,342,204,342,204,352,184,352
206,338,238,338,238,352,206,352
238,338,257,338,257,350,238,350
333,336,365,336,365,350,333,350
366,340,380,340,380,349,366,349
382,340,393,340,393,349,382,349
396,336,454,336,454,349,396,349
458,338,523,338,523,350,458,350
;48,358,64,358,64,366,48,366
77,358,85,358,85,366,77,366
86,357,109,357,109,366,86,366
110,353,126,353,126,366,110,366
130,356,153,356,153,368,130,368
154,357,189,357,189,366,154,366
193,354,225,354,225,366,193,366
233,352,270,352,270,365,233,365
333,349,353,349,353,362,333,362
354,349,384,349,384,362,354,362
385,354,393,354,393,365,385,365
393,353,436,353,436,366,393,366
436,354,452,354,452,364,436,364
453,354,466,354,466,364,453,364
465,352,481,352,481,364,465,364
481,352,497,352,497,365,481,365
500,356,522,356,522,364,500,364
;64,360,76,360,76,368,64,368
97,370,126,370,126,380,97,380
129,369,173,369,173,380,129,380
174,366,241,368,241,382,174,379
244,366,269,366,269,378,244,378
334,365,363,368,362,378,334,376
362,368,370,368,370,377,362,377
370,364,392,364,392,377,370,377
392,366,435,369,434,380,391,377
432,364,456,366,455,379,431,377
457,366,468,366,468,378,457,378
468,369,501,369,501,378,468,378
502,369,522,369,522,378,502,378
;245,386,272,386,272,398,245,398
429,384,440,384,440,396,429,396
440,386,450,386,450,397,440,397
506,384,528,384,528,397,506,397
;
