202,290,221,290,221,300,202,300
220,289,261,289,261,300,220,300
265,290,280,290,280,300,265,300
330,286,372,286,372,300,330,300
372,288,386,288,386,300,372,300
386,286,405,286,405,300,386,300
408,289,441,289,441,298,408,298
448,288,473,288,473,301,448,301
474,286,496,286,496,298,474,298
498,288,518,288,518,297,498,297
;92,301,125,301,125,313,92,313
134,305,153,305,153,316,134,316
151,300,197,298,197,313,152,315
201,305,226,305,226,314,201,314
229,302,241,302,241,314,229,314
244,301,276,301,276,314,244,314
332,302,370,305,369,316,331,313
370,301,398,301,398,314,370,314
398,301,416,301,416,313,398,313
416,299,461,301,461,315,415,313
462,300,474,300,474,312,462,312
477,300,516,300,516,312,477,312
;92,316,108,316,108,328,92,328
109,317,116,317,116,328,109,328
116,318,130,318,130,328,116,328
132,314,158,314,158,328,132,328
160,314,185,314,185,328,160,328
197,316,224,316,224,328,197,328
233,320,262,320,262,329,233,329
261,317,278,317,278,329,261,329
333,317,381,317,381,328,333,328
381,317,404,317,404,330,381,330
404,314,438,314,438,328,404,328
443,317,494,313,495,325,444,328
496,314,518,314,518,326,496,326
;89,332,126,327,127,341,91,346
125,329,144,329,144,341,125,341
150,330,200,330,200,342,150,342
202,330,214,330,214,342,202,342
217,329,250,329,250,342,217,342
252,334,258,334,258,342,252,342
261,330,278,330,278,342,261,342
333,333,378,333,378,342,333,342
382,332,406,329,407,342,384,345
405,329,417,329,417,341,405,341
417,328,442,328,442,341,417,341
441,328,461,328,461,341,441,341
462,328,494,328,494,340,462,340
496,329,516,329,516,342,496,342
;92,344,141,344,141,356,92,356
149,346,178,346,178,356,149,356
178,344,212,344,212,356,178,356
214,346,241,346,241,360,214,360
245,348,265,348,265,360,245,360
265,344,278,344,278,356,265,356
332,344,348,344,348,356,332,356
349,345,369,345,369,357,349,357
370,348,449,343,449,354,370,359
450,345,470,345,470,354,450,354
473,340,502,343,501,355,472,353
500,341,516,341,516,353,500,353
;90,356,136,356,136,370,90,370
144,361,169,361,169,370,144,370
169,357,240,357,240,370,169,370
244,359,277,360,277,372,243,370
333,356,355,358,354,371,332,369
360,358,374,358,374,370,360,370
374,357,390,357,390,370,374,370
390,357,408,357,408,370,390,370
410,361,425,361,425,370,410,370
429,358,478,358,478,369,429,369
482,356,521,356,521,368,482,368
;102,370,164,370,164,384,102,384
176,372,212,375,211,387,175,383
216,376,236,376,236,384,216,384
240,376,278,376,278,385,240,385
333,372,353,372,353,384,333,384
353,372,369,372,369,385,353,385
369,372,416,372,416,385,369,385
422,373,464,373,464,386,422,386
466,370,478,370,478,382,466,382
480,372,520,372,520,384,480,384
;240,393,277,393,277,404,240,404
497,390,525,390,525,400,497,400
;
